Article,Best Topic,Likelihood,Keywords
4686,9,0.14268461007591443,"spokesman, state, today, official, source, government, ship, strike, work, day"
4687,10,0.1713856713856714,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4688,11,0.200624512099922,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4689,10,0.1537176274018379,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4690,3,0.332096474953618,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4691,11,0.4696620583717358,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4692,11,0.237894313843681,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4693,3,0.2859410430839003,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4694,6,0.24517116083381146,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4695,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4696,13,0.16275764036958065,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4697,3,0.3081632653061225,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4698,4,0.1245275888133031,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4699,10,0.3209109730848861,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4700,4,0.30661375661375656,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4701,10,0.20975056689342406,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4702,3,0.4041083099906628,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4703,10,0.09288653733098175,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4704,6,0.27132275132275135,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4705,6,0.127236079617032,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4706,0,0.17599860457003316,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4707,13,0.11341991341991339,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4708,13,0.16691468253968256,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4709,13,0.10937950937950934,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4710,3,0.2297684100962789,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4711,1,0.18364710225175343,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4712,12,0.30158730158730146,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4713,3,0.09218559218559215,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4714,3,0.1211361737677527,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4715,6,0.17330210772833726,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4716,1,0.3935488568516091,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4717,5,0.2890559732664996,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4718,3,0.3090569561157798,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4719,4,0.41356421356421363,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4720,5,0.23732094463801787,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4721,6,0.19304388422035484,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4722,13,0.31103977171392916,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4723,13,0.19853867472915096,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4724,11,0.19727891156462593,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4725,7,0.21186299081035928,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4726,4,0.3490823412698412,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4727,12,0.13748832866479924,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4728,6,0.16489262371615315,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4729,13,0.14125200642054575,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4730,10,0.10772833723653395,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4731,4,0.12726757369614505,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4732,13,0.21705719324766948,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4733,6,0.2858128758749876,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4734,11,0.18613199665831248,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4735,6,0.12079634113532417,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4736,4,0.2028478057889823,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4737,12,0.13066482631700024,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4738,9,0.13197278911564628,"spokesman, state, today, official, source, government, ship, strike, work, day"
4739,13,0.17650103519668742,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4740,9,0.35449735449735453,"spokesman, state, today, official, source, government, ship, strike, work, day"
4741,13,0.18057689025430965,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4742,13,0.1820105820105821,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4743,10,0.2014772905862015,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4744,9,0.401174168297456,"spokesman, state, today, official, source, government, ship, strike, work, day"
4745,10,0.1360964138741916,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4746,5,0.18788819875776394,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4747,4,0.47252747252747257,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4748,0,0.12010113780025283,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4749,13,0.2647907647907648,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4750,5,0.2148250886114964,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4751,6,0.2702857142857143,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4752,13,0.42781039356381817,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4753,3,0.178021978021978,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4754,4,0.11713191023535849,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4755,6,0.15486915486915484,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4756,6,0.2940035273368607,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4757,4,0.42909702512351516,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4758,13,0.14212454212454212,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4759,6,0.3194544149318018,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4760,4,0.22229123533471354,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4761,13,0.21839739912029071,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4762,5,0.10573042776432605,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4763,8,0.25470653377630126,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4764,4,0.14802510151347364,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4765,10,0.1464773043720412,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4766,12,0.1191594008495417,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4767,13,0.14889336016096572,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4768,6,0.19085114360704916,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4769,8,0.17581254724111864,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4770,13,0.13628899835796385,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4771,11,0.3439153439153439,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4772,13,0.1605384769941732,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4773,4,0.1131928181108509,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4774,6,0.2041390395820776,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4775,6,0.16344246031746032,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4776,13,0.29483534707415304,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4777,2,0.10742630385487521,"year, dlrs, end, expect, report, early, total, month, period, week"
4778,4,0.4166016133229247,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4779,13,0.13585434173669467,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4780,1,0.1809141327213617,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4781,9,0.3507936507936508,"spokesman, state, today, official, source, government, ship, strike, work, day"
4782,10,0.27380952380952384,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4783,8,0.22796352583586624,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4784,3,0.10006901311249136,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4785,3,0.22243107769423562,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4786,11,0.27503052503052505,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4787,4,0.11798152096659559,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4788,8,0.2268783068783069,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4789,9,0.1782367565500096,"spokesman, state, today, official, source, government, ship, strike, work, day"
4790,10,0.1367307156780841,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4791,3,0.3424338624338625,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4792,13,0.10451770451770451,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4793,4,0.15806182121971593,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4794,13,0.22061011904761912,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4795,6,0.13287250384024576,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4796,13,0.15851272015655576,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4797,11,0.26323921899143143,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4798,6,0.30931495405179615,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4799,3,0.39614994934143855,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4800,5,0.22241346337731882,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4801,10,0.1132633844498251,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4802,10,0.15616999487967226,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4803,9,0.2382464096749812,"spokesman, state, today, official, source, government, ship, strike, work, day"
4804,8,0.17682539682539689,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4805,3,0.23256373256373256,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4806,9,0.23914345612458826,"spokesman, state, today, official, source, government, ship, strike, work, day"
4807,7,0.11878306878306877,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4808,12,0.23576719576719585,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4809,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4810,10,0.269623831267667,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4811,6,0.24168391994478955,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4812,3,0.3534867130372749,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4813,13,0.2215743440233236,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4814,13,0.24434824434824434,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4815,1,0.1441617742987606,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4816,3,0.33353947639661935,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4817,13,0.2106782106782107,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4818,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4819,1,0.2069519791038779,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4820,1,0.25992063492063505,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4821,12,0.14162028447742736,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4822,6,0.35169981146992646,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4823,1,0.16605616605616605,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4824,1,0.2357261312485193,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4825,1,0.1465919701213819,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4826,13,0.25018896447467875,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4827,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4828,1,0.11536281179138322,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4829,3,0.1892916370528311,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4830,10,0.13283208020050125,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4831,1,0.14402427637721757,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4832,10,0.1405152224824356,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4833,3,0.12398921832884095,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4834,12,0.2153032153032153,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4835,6,0.26909867260744447,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4836,13,0.2159197012138189,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4837,10,0.12018140589569161,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4838,5,0.16599408124831852,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4839,13,0.19249181153943054,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4840,3,0.2802783213742118,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4841,3,0.15037593984962408,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4842,1,0.20910342828151043,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4843,13,0.20394420394420393,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4844,8,0.14497354497354498,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4845,13,0.15209965842877232,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4846,9,0.19125048393341074,"spokesman, state, today, official, source, government, ship, strike, work, day"
4847,10,0.20708180708180707,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4848,3,0.12398921832884095,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4849,10,0.1776753712237583,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4850,5,0.21482931071972167,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4851,1,0.11640211640211642,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4852,5,0.12073623775751434,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4853,6,0.20906254239587577,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4854,6,0.21315192743764177,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4855,1,0.16475788627687363,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4856,6,0.19430760810071163,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4857,1,0.2183507549361208,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4858,5,0.20533170533170533,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4859,10,0.10026455026455026,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4860,5,0.4807760141093475,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4861,8,0.22642952763434693,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4862,0,0.08758503401360541,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4863,6,0.3308206165349022,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4864,10,0.2404761904761905,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4865,1,0.16237314597970337,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4866,10,0.22403628117913835,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4867,10,0.1336219336219336,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4868,5,0.16168327796234774,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4869,1,0.20835259670211131,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4870,6,0.12804232804232804,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4871,4,0.27262977262977256,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4872,5,0.2013366750208856,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4873,1,0.2434577434577435,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4874,6,0.5063253371524049,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4875,9,0.21584189231248066,"spokesman, state, today, official, source, government, ship, strike, work, day"
4876,10,0.2167277167277168,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4877,10,0.20836127878381394,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4878,3,0.3292633292633293,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4879,1,0.17979528259902094,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4880,5,0.18441938178780287,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4881,9,0.23507180650037798,"spokesman, state, today, official, source, government, ship, strike, work, day"
4882,10,0.23339212228101122,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4883,10,0.1174603174603174,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4884,4,0.20141570141570142,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4885,13,0.2753727753727753,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4886,3,0.32921047206761506,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4887,4,0.10714285714285711,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4888,10,0.13293650793650796,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4889,10,0.08963585434173664,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4890,2,0.19828042328042333,"year, dlrs, end, expect, report, early, total, month, period, week"
4891,8,0.25277029050613964,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4892,8,0.17093008002098917,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4893,13,0.2448979591836735,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4894,3,0.184873949579832,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4895,3,0.19642857142857145,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4896,3,0.11501431173562321,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4897,10,0.19588744588744594,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4898,10,0.14260912698412698,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4899,3,0.20421701018715946,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4900,10,0.14729225023342674,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4901,1,0.15316429602143894,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4902,11,0.31696428571428564,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4903,10,0.2628066378066379,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4904,8,0.15851272015655576,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4905,11,0.24438724438724446,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4906,11,0.33072407045009783,"trade, official, government, japanese, country, import, foreign, industry, economic, policy"
4907,5,0.13398190817545655,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4908,4,0.4375065699569012,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4909,8,0.29555957404058675,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4910,10,0.11346266901822452,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4911,5,0.21278879285996719,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4912,8,0.18801965230536663,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4913,10,0.1971066907775769,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4914,2,0.16441601516228377,"year, dlrs, end, expect, report, early, total, month, period, week"
4915,6,0.15007215007215008,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4916,2,0.23830138115852403,"year, dlrs, end, expect, report, early, total, month, period, week"
4917,8,0.48049886621315196,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4918,8,0.15576719576719578,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4919,1,0.1164021164021164,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4920,2,0.17354497354497359,"year, dlrs, end, expect, report, early, total, month, period, week"
4921,6,0.39292013101536905,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4922,10,0.24071887708251347,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4923,12,0.11132275132275134,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4924,1,0.25128839414553705,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4925,3,0.1114106019766397,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4926,3,0.19759168035030103,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4927,6,0.27360066833751046,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4928,8,0.12335054503729204,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4929,5,0.150278293135436,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4930,6,0.24118738404452697,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4931,6,0.18585493269037578,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4932,10,0.17541717541717544,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4933,10,0.21012849584278157,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4934,7,0.10471452262497039,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4935,3,0.18546365914786972,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4936,3,0.22952884857646763,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4937,3,0.20879120879120885,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4938,3,0.10512129380053907,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4939,5,0.1940857975843398,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4940,5,0.3110435663627154,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4941,3,0.2857142857142858,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4942,5,0.28646125116713356,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4943,0,0.5470273799322642,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4944,6,0.14778325123152708,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4945,3,0.12398921832884095,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4946,6,0.2180128036481627,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4947,8,0.22545561434450329,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4948,10,0.10944026733500417,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4949,6,0.25605680868838765,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4950,10,0.2610996089256959,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4951,5,0.26890756302520996,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4952,3,0.20952380952380947,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4953,7,0.16328942924687606,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4954,3,0.20742534301856339,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4955,2,0.08791208791208788,"year, dlrs, end, expect, report, early, total, month, period, week"
4956,3,0.19047619047619047,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4957,1,0.1708238851095994,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4958,5,0.15724867724867725,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4959,4,0.09948979591836728,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4960,13,0.24386724386724395,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4961,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4962,6,0.2551400873548524,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4963,1,0.16752725186460127,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4964,8,0.14838864838864838,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4965,13,0.23089700996677742,"rate, market, dollar, bank, exchange, currency, cut, money, yen, dealer"
4966,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4967,7,0.12844932844932846,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4968,10,0.18774534903567164,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4969,6,0.3064266356949284,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4970,7,0.10946907498631633,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4971,3,0.25167084377610693,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4972,8,0.1413690476190476,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4973,3,0.1053391053391053,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4974,0,0.21880867042157368,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4975,2,0.20701058201058206,"year, dlrs, end, expect, report, early, total, month, period, week"
4976,6,0.27024311834438414,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4977,1,0.20181405895691612,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4978,12,0.13585434173669464,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4979,6,0.4400705467372134,"tonne, export, wheat, import, grain, crop, program, corn, estimate, production"
4980,10,0.13838013838013835,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4981,10,0.18540564373897708,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4982,5,0.19875042215467753,"oil, price, production, crude, increase, industry, barrel, contract, raise, gold"
4983,0,0.2483358934971839,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4984,4,0.13695563695563695,"rise, fall, year, growth, increase, deficit, show, figure, decline, month"
4985,1,0.24581331003349358,"sale, company, unit, earning, business, quarter, result, operation, sell, complete"
4986,8,0.21710189452124934,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4987,10,0.13990929705215419,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4988,0,0.17564745196324147,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4989,3,0.17934138829661217,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4990,3,0.2574472711459014,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
4991,8,0.17080259333780462,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4992,12,0.1472094214029698,"buy, analyst, firm, market, investment, sell, give, make, base, add"
4993,10,0.1343732895457033,"share, stock, company, common, dividend, acquire, record, shareholder, cash, pay"
4994,8,0.12003968253968253,"offer, company, make, plan, group, merger, bid, tender, propose, proposal"
4995,7,0.13683634373289544,"bank, interest, tax, debt, loan, payment, credit, capital, increase, issue"
4996,0,0.07142857142857142,"price, agreement, meeting, producer, market, talk, agree, member, coffee, set"
4997,3,0.10714285714285711,"ct, loss, net, profit, dlrs, note, include, mln, gain, sale"
